CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),4,Moderate Quality,1.059
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),4,Moderate Quality,0.9950000000000001
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),4,Moderate Quality,1.83
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),4,Moderate Quality,0.8909999999999999
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),4,Moderate Quality,0.959
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),4,Moderate Quality,0.7100000000000001
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),4,Moderate Quality,2.145
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),4,Moderate Quality,1.2919999999999998
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),4,Moderate Quality,0.28900000000000003
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),4,Moderate Quality,1.068
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),4,Moderate Quality,0.679
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),4,Moderate Quality,2.2960000000000003
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),4,Moderate Quality,2.2399999999999998
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),4,Moderate Quality,7.011000000000001
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),4,Moderate Quality,3.955
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),4,Moderate Quality,4.052
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),4,Moderate Quality,1.147
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),4,Moderate Quality,2.022
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),4,Moderate Quality,6.895999999999999
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),4,Moderate Quality,4.1259999999999994
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),4,Moderate Quality,4.593
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),4,Moderate Quality,4.639
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),4,Moderate Quality,4.347
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),4,Moderate Quality,2.589
4810068,Improvement District No. 13 Elk Island,2012,Air Quality (percent high-quality hours),4,Moderate Quality,0.248
4810068,Improvement District No. 13 Elk Island,2013,Air Quality (percent high-quality hours),4,Moderate Quality,1.656
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),4,Moderate Quality,4.99
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),4,Moderate Quality,1.7319999999999998
4810068,Improvement District No. 13 Elk Island,2016,Air Quality (percent high-quality hours),4,Moderate Quality,1.354
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),4,Moderate Quality,1.667
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),4,Moderate Quality,5.995
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),4,Moderate Quality,2.9080000000000004
4810068,Improvement District No. 13 Elk Island,2020,Air Quality (percent high-quality hours),4,Moderate Quality,0.79
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),4,Moderate Quality,1.8780000000000001
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),4,Moderate Quality,1.242
4811012,Leduc County,2011,Air Quality (percent high-quality hours),4,Moderate Quality,0.815
4811012,Leduc County,2012,Air Quality (percent high-quality hours),4,Moderate Quality,0.391
4811012,Leduc County,2013,Air Quality (percent high-quality hours),4,Moderate Quality,0.743
4811012,Leduc County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,0.347
4811012,Leduc County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,0.787
4811012,Leduc County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,0.459
4811012,Leduc County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,0.996
4811012,Leduc County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,3.098
4811012,Leduc County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,1.8259999999999998
4811012,Leduc County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,0.761
4811012,Leduc County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,2.373
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),4,Moderate Quality,2.2960000000000003
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),4,Moderate Quality,1.6629999999999998
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),4,Moderate Quality,1.517
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),4,Moderate Quality,2.1839999999999997
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),4,Moderate Quality,1.442
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),4,Moderate Quality,0.422
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),4,Moderate Quality,1.4120000000000001
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),4,Moderate Quality,2.42
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),4,Moderate Quality,2.0389999999999997
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),4,Moderate Quality,0.612
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),4,Moderate Quality,1.134
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),4,Moderate Quality,1.1400000000000001
4810058,Lamont County,2011,Air Quality (percent high-quality hours),4,Moderate Quality,6.905
4810058,Lamont County,2012,Air Quality (percent high-quality hours),4,Moderate Quality,1.78
4810058,Lamont County,2013,Air Quality (percent high-quality hours),4,Moderate Quality,3.743
4810058,Lamont County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,2.833
4810058,Lamont County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,4.705
4810058,Lamont County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,2.735
4810058,Lamont County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,1.4080000000000001
4810058,Lamont County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,6.6739999999999995
4810058,Lamont County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,1.9380000000000002
4810058,Lamont County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,1.7420000000000002
4810058,Lamont County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,1.925
4810058,Lamont County,2022,Air Quality (percent high-quality hours),4,Moderate Quality,2.8160000000000003
4814003,Yellowhead County,2011,Air Quality (percent high-quality hours),4,Moderate Quality,1.6680000000000001
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),4,Moderate Quality,1.8870000000000002
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),4,Moderate Quality,1.2489999999999999
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),4,Moderate Quality,2.71
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),4,Moderate Quality,2.766
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),4,Moderate Quality,1.196
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),4,Moderate Quality,2.2239999999999998
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),4,Moderate Quality,3.2009999999999996
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),4,Moderate Quality,1.8259999999999998
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),4,Moderate Quality,0.963
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),4,Moderate Quality,1.8929999999999998
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),4,Moderate Quality,0.955
4808011,Red Deer,2011,Air Quality (percent high-quality hours),5,Moderate Quality,3.3619999999999997
4808011,Red Deer,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.769
4808011,Red Deer,2013,Air Quality (percent high-quality hours),5,Moderate Quality,2.788
4808011,Red Deer,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.677
4808011,Red Deer,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.263
4808011,Red Deer,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.023
4808011,Red Deer,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.457
4808011,Red Deer,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.718
4808011,Red Deer,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.457
4808011,Red Deer,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.24
4808011,Red Deer,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.514
4808011,Red Deer,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.16
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),5,Moderate Quality,1.516
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.722
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),5,Moderate Quality,2.052
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),5,Moderate Quality,1.169
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),5,Moderate Quality,1.203
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.5369999999999999
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.685
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.773
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.7209999999999999
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.753
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.617
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),5,Moderate Quality,1.431
4811061,Edmonton,2011,Air Quality (percent high-quality hours),5,Moderate Quality,2.34
4811061,Edmonton,2012,Air Quality (percent high-quality hours),5,Moderate Quality,1.646
4811061,Edmonton,2013,Air Quality (percent high-quality hours),5,Moderate Quality,3.2649999999999997
4811061,Edmonton,2014,Air Quality (percent high-quality hours),5,Moderate Quality,1.667
4811061,Edmonton,2015,Air Quality (percent high-quality hours),5,Moderate Quality,1.667
4811061,Edmonton,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.8540000000000001
4811061,Edmonton,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.05
4811061,Edmonton,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.7289999999999996
4811061,Edmonton,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.9290000000000003
4811061,Edmonton,2020,Air Quality (percent high-quality hours),5,Moderate Quality,1.0699999999999998
4811061,Edmonton,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.776
4811061,Edmonton,2022,Air Quality (percent high-quality hours),5,Moderate Quality,1.644
4802012,Lethbridge,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.481
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.094
4802012,Lethbridge,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.098
4802012,Lethbridge,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.268
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.584
4802012,Lethbridge,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.012
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.054
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.199
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.635
4802012,Lethbridge,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.16199999999999998
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),5,Moderate Quality,2.08
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.27999999999999997
4802031,Newell County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,1.736
4802031,Newell County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.11499999999999999
4809010,Caroline,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.074
4809010,Caroline,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.097
4809010,Caroline,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.21
4809010,Caroline,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.214
4809010,Caroline,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.14400000000000002
4809010,Caroline,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.8659999999999999
4809010,Caroline,2018,Air Quality (percent high-quality hours),5,Moderate Quality,1.437
4809010,Caroline,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.151
4809010,Caroline,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.034999999999999996
4809010,Caroline,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.641
4809010,Caroline,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.094
4806021,Airdrie,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.321
4806021,Airdrie,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.659
4806021,Airdrie,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.544
4806021,Airdrie,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.151
4806021,Airdrie,2021,Air Quality (percent high-quality hours),5,Moderate Quality,1.145
4806021,Airdrie,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.823
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.645
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.443
4801006,Medicine Hat,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.08800000000000001
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.116
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.683
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.567
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),5,Moderate Quality,1.8960000000000001
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.541
4801006,Medicine Hat,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.047
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),5,Moderate Quality,1.691
4801006,Medicine Hat,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.173
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),5,Moderate Quality,2.529
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.424
4806001,Foothills County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.094
4806016,Calgary,2011,Air Quality (percent high-quality hours),5,Moderate Quality,2.7969999999999997
4806016,Calgary,2012,Air Quality (percent high-quality hours),5,Moderate Quality,1.493
4806016,Calgary,2013,Air Quality (percent high-quality hours),5,Moderate Quality,1.628
4806016,Calgary,2014,Air Quality (percent high-quality hours),5,Moderate Quality,1.644
4806016,Calgary,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.651
4806016,Calgary,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.7060000000000001
4806016,Calgary,2017,Air Quality (percent high-quality hours),5,Moderate Quality,2.1239999999999997
4806016,Calgary,2018,Air Quality (percent high-quality hours),5,Moderate Quality,4.417999999999999
4806016,Calgary,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.302
4806016,Calgary,2020,Air Quality (percent high-quality hours),5,Moderate Quality,1.047
4806016,Calgary,2021,Air Quality (percent high-quality hours),5,Moderate Quality,2.009
4806016,Calgary,2022,Air Quality (percent high-quality hours),5,Moderate Quality,1.176
4817026,Northern Sunrise County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.034999999999999996
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.164
4819054,Spirit River No. 133,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.084
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.154
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.767
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.936
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.565
4819012,Grande Prairie,2013,Air Quality (percent high-quality hours),5,Moderate Quality,1.429
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),5,Moderate Quality,2.241
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),5,Moderate Quality,1.204
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.484
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.0170000000000001
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.453
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.76
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.732
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),5,Moderate Quality,1.028
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),5,Moderate Quality,1.546
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.424
4811032,Brazeau County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.264
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.923
4811032,Brazeau County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.616
4811034,Parkland County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.167
4811034,Parkland County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.06899999999999999
4811034,Parkland County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.046
4811034,Parkland County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.127
4811034,Parkland County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.025
4811034,Parkland County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.334
4811034,Parkland County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.83
4811034,Parkland County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.668
4811034,Parkland County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.84
4811034,Parkland County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.077
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.666
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.13699999999999998
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.468
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,1.264
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.868
4811052,Strathcona County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.47800000000000004
4811052,Strathcona County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.377
4811052,Strathcona County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.527
4811059,Sturgeon County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.22
4811059,Sturgeon County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.509
4811059,Sturgeon County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.3689999999999998
4811059,Sturgeon County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.6199999999999999
4811059,Sturgeon County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.627
4811059,Sturgeon County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.393
4811059,Sturgeon County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.876
4811062,St. Albert,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.538
4811062,St. Albert,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.2229999999999999
4811062,St. Albert,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.807
4811062,St. Albert,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.863
4811062,St. Albert,2020,Air Quality (percent high-quality hours),5,Moderate Quality,1.3050000000000002
4811062,St. Albert,2021,Air Quality (percent high-quality hours),5,Moderate Quality,1.601
4811062,St. Albert,2022,Air Quality (percent high-quality hours),5,Moderate Quality,1.4829999999999999
4815023,Canmore,2021,Air Quality (percent high-quality hours),5,Moderate Quality,5.297000000000001
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.936
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.565
4819006,Grande Prairie County No. 1,2013,Air Quality (percent high-quality hours),5,Moderate Quality,1.429
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),5,Moderate Quality,1.788
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.855
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.484
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),5,Moderate Quality,1.0170000000000001
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.1229999999999998
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.9289999999999999
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.364
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.571
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.8009999999999999
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.048
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.201
4812002,Cold Lake,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.311
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.257
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.376
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.18
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.024
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.469
4812002,Cold Lake,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.158
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.012
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.23900000000000002
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.167
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.021
4812004,Bonnyville No. 87,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.243
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.2
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.152
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.154
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.203
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.612
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.48700000000000004
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.22799999999999998
4812014,St. Paul County No. 19,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.043
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.04
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.28600000000000003
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.43499999999999994
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.215
4812014,St. Paul County No. 19,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.257
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.199
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.361
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.184
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.11399999999999999
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.31
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.265
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.20400000000000001
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.065
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.529
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.406
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.041
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.203
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.104
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.245
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.217
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),5,Moderate Quality,1.931
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.426
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.654
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.255
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.47000000000000003
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),5,Moderate Quality,2.069
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),5,Moderate Quality,1.164
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.5579999999999999
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.9039999999999999
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.895
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.32399999999999995
4810068,Improvement District No. 13 Elk Island,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.037
4810068,Improvement District No. 13 Elk Island,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.40800000000000003
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.7020000000000001
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.304
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.23800000000000002
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.8670000000000001
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.856
4810068,Improvement District No. 13 Elk Island,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.046
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.303
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.174
4811012,Leduc County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.012
4811012,Leduc County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.127
